DateKey,LocationKey,AssetKey,MetricKey,PlanValue,ActualValue
20250501,2,5,2,2.2,2.3575653559279846
20250501,2,5,3,3740.0000000000005,3946.7143802088954
20250501,2,5,4,0.0,0.07639339353916175
20250501,2,6,1,11000.0,10599.146922101334
20250501,2,6,2,2.2,2.1715066670482046
20250501,2,6,3,3740.0000000000005,3647.253530398547
20250501,2,6,4,0.0,0.0
20250501,3,7,1,9500.0,9842.74791792904
20250501,3,7,2,1.9000000000000001,1.934442165499551
20250501,3,7,3,2850.0,3140.985315744594
20250501,3,7,4,0.0,0.0
20250501,3,8,1,9500.0,9076.650836737013
20250501,3,8,2,1.9000000000000001,1.8448001434753656
20250501,3,8,3,2850.0,2826.8675104351896
20250501,3,8,4,0.0,0.9480993639362036
20250501,3,9,1,9500.0,8379.077783939103
20250501,3,9,2,1.9000000000000001,1.7028649513234024
20250501,3,9,3,2850.0,2383.725120918716
20250501,3,9,4,0.0,0.7352761115882636
20250601,1,1,1,9500.0,8553.216600459626
20250601,1,1,2,1.9000000000000001,1.7335482601010337
20250601,1,1,3,3040.0,2626.645069935331
20250601,1,1,4,0.0,0.0
20250601,1,2,1,9500.0,9974.690390760796
20250601,1,2,2,1.9000000000000001,2.0094000538822536
20250601,1,2,3,3040.0,3093.913269027394
20250601,1,2,4,0.0,1.9511788490210642
20250601,1,3,1,9500.0,9206.96613965612
20250601,1,3,2,1.9000000000000001,1.8431669135336652
20250601,1,3,3,3040.0,2985.8431968063596
20250601,1,3,4,0.0,0.0
20250601,2,4,1,10450.0,10794.636198622049
20250601,2,4,2,2.0900000000000003,2.1243766956227446
20250601,2,4,3,3553.0000000000005,3594.6370466579997
20250601,2,4,4,0.0,1.862642639803341
20250601,2,5,1,10450.0,9688.811302587155
20250601,2,5,2,2.0900000000000003,1.7975004204716134
20250601,2,5,3,3553.0000000000005,3559.5329404850927
20250601,2,5,4,0.0,3.049327952607003
20250601,2,6,1,10450.0,10153.545532323813
20250601,2,6,2,2.0900000000000003,1.9127144670597194
20250601,2,6,3,3553.0000000000005,3398.612756770935
20250601,2,6,4,0.0,0.2137770501593308
20250601,3,7,1,9025.0,8905.015613434189
20250601,3,7,2,1.8050000000000002,1.721514695304088
20250601,3,7,3,2707.5,2748.9196993706482
20250601,3,7,4,0.0,1.024507375286086
20250601,3,8,1,9025.0,8080.909249679153
20250601,3,8,2,1.8050000000000002,1.6500827219548226
20250601,3,8,3,2707.5,2673.086190763006
20250601,3,8,4,0.0,0.6719603324370599
20250601,3,9,1,9025.0,8811.894828863222
20250601,3,9,2,1.8050000000000002,1.754871061428327
20250601,3,9,3,2707.5,2724.892117508067
20250601,3,9,4,0.0,0.0
20250701,1,1,1,9500.0,9609.319817479907
20250701,1,1,2,1.9000000000000001,1.899351405690475
20250701,1,1,3,3040.0,3359.0838058533077
20250701,1,1,4,0.0,0.3258272661950421
20250701,1,2,1,9500.0,10609.145261394482
20250701,1,2,2,1.9000000000000001,2.0515705799168034
20250701,1,2,3,3040.0,3494.6115685533755
20250701,1,2,4,0.0,0.8194002637912288
20250701,1,3,1,9500.0,8922.08358016992
20250701,1,3,2,1.9000000000000001,1.793913173803513
20250701,1,3,3,3040.0,3028.1578561302454
20250701,1,3,4,0.0,0.1762082957133993
20250701,2,4,1,10450.0,9212.329322132318
20250701,2,4,2,2.0900000000000003,1.8414950971784376
20250701,2,4,3,3553.0000000000005,2990.8638509938387
20250701,2,4,4,0.0,0.15765906133611762
20250701,2,5,1,10450.0,10390.318546475333
20250701,2,5,2,2.0900000000000003,1.9717300901716501
20250701,2,5,3,3553.0000000000005,3247.3258240688237
20250701,2,5,4,0.0,0.9820668355255253
20250701,2,6,1,10450.0,10067.631273751878
20250701,2,6,2,2.0900000000000003,1.85860085268103
20250701,2,6,3,3553.0000000000005,3557.3204793311925
20250701,2,6,4,0.0,0.7723697552742399
20250701,3,7,1,9025.0,8574.009579914951
20250701,3,7,2,1.8050000000000002,1.6470588269145816
20250701,3,7,3,2707.5,2679.696247624
20250701,3,7,4,0.0,0.8493506225604296
20250701,3,8,1,9025.0,10530.208992085663
20250701,3,8,2,1.8050000000000002,2.132589840981124
20250701,3,8,3,2707.5,3220.301624191356
20250701,3,8,4,0.0,0.3330720698914349
20250701,3,9,1,9025.0,9540.9981541041
20250701,3,9,2,1.8050000000000002,1.9439832513284185
20250701,3,9,3,2707.5,3041.4400361737266
20250701,3,9,4,0.0,0.0
20250801,1,1,1,9500.0,9210.454030492265
20250801,1,1,2,1.9000000000000001,1.8156142597091658
20250801,1,1,3,3040.0,3063.8835761599767
20250801,1,1,4,0.0,1.998374440296732
20250801,1,2,1,9500.0,9194.871072055716
20250801,1,2,2,1.9000000000000001,1.8155397764400194
20250801,1,2,3,3040.0,2988.565136340261
20250801,1,2,4,0.0,0.2542384999870986
20250801,1,3,1,9500.0,10133.115679338027
20250801,1,3,2,1.9000000000000001,1.8897180172479104
20250801,1,3,3,3040.0,3108.5634514185454
20250801,1,3,4,0.0,0.0
20250801,2,4,1,10450.0,8752.659576939535
20250801,2,4,2,2.0900000000000003,1.6999255198350367
20250801,2,4,3,3553.0000000000005,2839.7334071496307
20250801,2,4,4,0.0,0.2988953454811697
20250801,2,5,1,10450.0,11264.134549749482
20250801,2,5,2,2.0900000000000003,2.236264533062729
20250801,2,5,3,3553.0000000000005,3632.4149314201686
20250801,2,5,4,0.0,0.443045458786471
20250801,2,6,1,10450.0,11217.470504084347
20250801,2,6,2,2.0900000000000003,2.1778073654190493
20250801,2,6,3,3553.0000000000005,3640.296074052147
20250801,2,6,4,0.0,1.0585489592742234
20250801,3,7,1,9025.0,8885.044558887066
20250801,3,7,2,1.8050000000000002,1.8115264937463187
20250801,3,7,3,2707.5,2663.694582368314
20250801,3,7,4,0.0,1.201663648089567
20250801,3,8,1,9025.0,8371.089401454825
20250801,3,8,2,1.8050000000000002,1.6736109101381613
20250801,3,8,3,2707.5,2484.8712462430303
20250801,3,8,4,0.0,0.0
20250801,3,9,1,9025.0,8037.272806433956
20250801,3,9,2,1.8050000000000002,1.6405238737262995
20250801,3,9,3,2707.5,2368.8713413608803
20250801,3,9,4,0.0,0.0
20250901,1,1,1,10000.0,9932.674744153668
20250901,1,1,2,2.0,2.0537604153226687
20250901,1,1,3,3200.0,2815.994683012995
20250901,1,1,4,0.0,0.0
20250901,1,2,1,10000.0,9353.979490673311
20250901,1,2,2,2.0,1.952802921043706
20250901,1,2,3,3200.0,3035.5664424963934
20250901,1,2,4,0.0,1.2673172404612267
20250901,1,3,1,10000.0,9201.887356611638
20250901,1,3,2,2.0,1.7785664132267778
20250901,1,3,3,3200.0,3010.535656164172
20250901,1,3,4,0.0,0.5582743309354465
20250901,2,4,1,11000.0,11422.528890525376
20250901,2,4,2,2.2,2.2716437142103127
20250901,2,4,3,3740.0000000000005,3937.6706035481166
20250901,2,4,4,0.0,0.6581190849051092
20250901,2,5,1,11000.0,11598.880889595393
20250901,2,5,2,2.2,2.375938535554224
20250901,2,5,3,3740.0000000000005,3624.211563033629
20250901,2,5,4,0.0,0.0
20250901,2,6,1,11000.0,11771.343956191662
20250901,2,6,2,2.2,2.4381555148274487
20250901,2,6,3,3740.0000000000005,3798.0171666960923
20250901,2,6,4,0.0,0.0
20250901,3,7,1,9500.0,9565.858155969789
20250901,3,7,2,1.9000000000000001,1.9665972298305
20250901,3,7,3,2850.0,3127.69046014426
20250901,3,7,4,0.0,1.0162975721014509
20250901,3,8,1,9500.0,9252.808396770513
20250901,3,8,2,1.9000000000000001,1.800977880265223
20250901,3,8,3,2850.0,2777.431868147016
20250901,3,8,4,0.0,0.2007352961147436
20250901,3,9,1,9500.0,8824.979842690338
20250901,3,9,2,1.9000000000000001,1.8734773324668663
20250901,3,9,3,2850.0,2883.8050802685157
20250901,3,9,4,0.0,1.6360486835554284
20251001,1,1,1,10000.0,9355.40472153361
20251001,1,1,2,2.0,1.9190752552479218
20251001,1,1,3,3200.0,3089.4729337937038
20251001,1,1,4,0.0,0.942545624204053
20251001,1,2,1,10000.0,10874.765686930643
20251001,1,2,2,2.0,2.2164102112032507
20251001,1,2,3,3200.0,3608.6847226146465
20251001,1,2,4,0.0,1.1369062833722101
20251001,1,3,1,10000.0,10238.553985601475
20251001,1,3,2,2.0,1.938141204074905
20251001,1,3,3,3200.0,3290.035818038906
20251001,1,3,4,0.0,0.0
20251001,2,4,1,11000.0,10014.522462617184
20251001,2,4,2,2.2,2.103960034395383
20251001,2,4,3,3740.0000000000005,3699.2937028338683
20251001,2,4,4,0.0,1.859220600295612
20251001,2,5,1,11000.0,11196.514330979024
20251001,2,5,2,2.2,2.3300366273309647
20251001,2,5,3,3740.0000000000005,3809.1090838916866
20251001,2,5,4,0.0,0.7027972768977794
20251001,2,6,1,11000.0,10158.027044744273
20251001,2,6,2,2.2,2.05580129939462
20251001,2,6,3,3740.0000000000005,3464.157027412026
20251001,2,6,4,0.0,0.0
20251001,3,7,1,9500.0,9465.953920641963
20251001,3,7,2,1.9000000000000001,1.8886624858629042
20251001,3,7,3,2850.0,3095.0206437874926
20251001,3,7,4,0.0,1.3942133285134095
20251001,3,8,1,9500.0,9507.611216995825
20251001,3,8,2,1.9000000000000001,1.9157144815030311
20251001,3,8,3,2850.0,2858.58867662865
20251001,3,8,4,0.0,0.29708601520445227
20251001,3,9,1,9500.0,8780.18591373679
20251001,3,9,2,1.9000000000000001,1.748079601339311
20251001,3,9,3,2850.0,2535.7925530711773
20251001,3,9,4,0.0,0.0
20251101,1,1,1,10000.0,10357.855270183274
20251101,1,1,2,2.0,2.0958870303562103
20251101,1,1,3,3200.0,3018.4103614522496
20251101,1,1,4,0.0,0.3773153625048728
20251101,1,2,1,10000.0,10696.990970129948
20251101,1,2,2,2.0,2.207381234647917
20251101,1,2,3,3200.0,3598.610989564303
20251101,1,2,4,0.0,0.5389132069014598
20251101,1,3,1,10000.0,9408.468270421594
20251101,1,3,2,2.0,1.8205179778929703
20251101,1,3,3,3200.0,3062.5851155297164
20251101,1,3,4,0.0,0.879280034365163
20251101,2,4,1,11000.0,11991.2449559359
20251101,2,4,2,2.2,2.47738974378996
20251101,2,4,3,3740.0000000000005,4050.0683194369926
20251101,2,4,4,0.0,0.0
20251101,2,5,1,11000.0,10754.287920301607
20251101,2,5,2,2.2,2.164874584945903
20251101,2,5,3,3740.0000000000005,3619.5124490211742
20251101,2,5,4,0.0,0.0
20251101,2,6,1,11000.0,11194.721307526823
20251101,2,6,2,2.2,2.20509426271019
20251101,2,6,3,3740.0000000000005,3686.6778234688586
20251101,2,6,4,0.0,0.8114528343034395
20251101,3,7,1,9500.0,9232.67493421408
20251101,3,7,2,1.9000000000000001,1.8600574056835284
20251101,3,7,3,2850.0,2807.638539269922
20251101,3,7,4,0.0,0.0
20251101,3,8,1,9500.0,9179.9746526295
20251101,3,8,2,1.9000000000000001,1.91518746571331
20251101,3,8,3,2850.0,2593.9744887202382
20251101,3,8,4,0.0,0.0
20251101,3,9,1,9500.0,8261.872973093728
20251101,3,9,2,1.9000000000000001,1.6538176107039657
20251101,3,9,3,2850.0,2482.3934112848183
20251101,3,9,4,0.0,0.38238914457487905
20251201,1,1,1,11500.0,12477.422812287443
20251201,1,1,2,2.3000000000000003,2.295384050483093
20251201,1,1,3,3680.0,4071.8190496436705
20251201,1,1,4,0.0,2.0614382018035733
20251201,1,2,1,11500.0,10592.13648426217
20251201,1,2,2,2.3000000000000003,2.0942895223894937
20251201,1,2,3,3680.0,3261.8879318409604
20251201,1,2,4,0.0,0.0
20251201,1,3,1,11500.0,11237.359085956452
20251201,1,3,2,2.3000000000000003,2.3437188055273777
20251201,1,3,3,3680.0,3926.312889141345
20251201,1,3,4,0.0,0.16406077495985227
20251201,2,4,1,12649.999999999998,14336.930819554085
20251201,2,4,2,2.53,2.870446508846809
20251201,2,4,3,4301.0,5301.979776436055
20251201,2,4,4,0.0,0.40670135034650823
20251201,2,5,1,12649.999999999998,12766.051704963858
20251201,2,5,2,2.53,2.5812043370803885
20251201,2,5,3,4301.0,5030.341557054162
20251201,2,5,4,0.0,1.351285574844789
20251201,2,6,1,12649.999999999998,12023.717258727978
20251201,2,6,2,2.53,2.474649190244635
20251201,2,6,3,4301.0,4014.1041419120374
20251201,2,6,4,0.0,0.010249817098790859
20251201,3,7,1,10925.0,11619.852889977494
20251201,3,7,2,2.185,2.3261378377368946
20251201,3,7,3,3277.5,3534.5110341730197
20251201,3,7,4,0.0,0.5139852218652925
20251201,3,8,1,10925.0,11182.401946071506
20251201,3,8,2,2.185,2.2649932260853256
20251201,3,8,3,3277.5,3029.8214418550338
20251201,3,8,4,0.0,1.1665726686095335
20251201,3,9,1,10925.0,10174.000648684778
20251201,3,9,2,2.185,1.9467564156922819
20251201,3,9,3,3277.5,3043.2860541118025
20251201,3,9,4,0.0,0.5839810033144542
